document,negative,positive,sentiment
text1182,1,1,0
text11826,1,1,0
text1183,1,1,0
text1184,1,1,0
text1185,1,1,0
text11852,1,1,0
text11858,1,1,0
text11875,1,1,0
text11906,1,1,0
text11919,1,1,0
text11927,1,1,0
text1195,1,1,0
text11957,1,1,0
text11976,1,1,0
text1199,1,1,0
text11991,1,1,0
text12,1,1,0
text12017,1,1,0
text12026,1,1,0
text12052,1,1,0
text12079,2,2,0
text12095,1,1,0
text12096,1,1,0
text12097,1,1,0
text12101,1,1,0
text12113,1,1,0
text12127,1,1,0
text12139,1,1,0
text12143,1,1,0
text12160,1,1,0
text1217,2,2,0
text12200,1,1,0
text12220,1,1,0
text12238,2,2,0
text12242,1,1,0
text12246,1,1,0
text12247,1,1,0
text12249,1,1,0
text12257,1,1,0
text12276,2,2,0
text12279,1,1,0
text12285,1,1,0
text12301,1,1,0
text12304,1,1,0
text1231,1,1,0
text12336,1,1,0
text12341,1,1,0
text1235,1,1,0
text12351,1,1,0
text12368,1,1,0
text1238,2,2,0
text12403,1,1,0
text12406,1,1,0
text12409,1,1,0
text12419,1,1,0
text12421,1,1,0
text12444,1,1,0
text12445,1,1,0
text12450,1,1,0
text1246,2,2,0
text12479,1,1,0
text1248,1,1,0
text12486,1,1,0
text12493,1,1,0
text12502,1,1,0
text12507,1,1,0
text12518,1,1,0
text12522,2,2,0
text12525,1,1,0
text12530,1,1,0
text12531,1,1,0
text12540,1,1,0
text12568,1,1,0
text1257,2,2,0
text12574,1,1,0
text1258,1,1,0
text12609,1,1,0
text12610,1,1,0
text12613,1,1,0
text12618,2,2,0
text12632,1,1,0
text1265,1,1,0
text12670,1,1,0
text12698,1,1,0
text12703,1,1,0
text12704,1,1,0
text12714,1,1,0
text12725,2,2,0
text12767,2,2,0
text12779,1,1,0
text12780,2,2,0
text12783,1,1,0
text12784,1,1,0
text12801,1,1,0
text12810,1,1,0
text12839,1,1,0
text12840,1,1,0
text12863,1,1,0
text1288,1,1,0
text12882,1,1,0
text12898,1,1,0
text12933,2,2,0
text12943,1,1,0
text12962,1,1,0
text12994,1,1,0
text13012,1,1,0
text13054,2,2,0
text13065,1,1,0
text13071,1,1,0
text13076,2,2,0
text13094,1,1,0
text13098,1,1,0
text13101,1,1,0
text13106,1,1,0
text1312,1,1,0
text13126,1,1,0
text1314,1,1,0
text13142,1,1,0
text1315,1,1,0
text13150,1,1,0
text13151,1,1,0
text13152,1,1,0
text13156,1,1,0
text1316,1,1,0
text13180,1,1,0
text1319,1,1,0
text132,1,1,0
text1321,2,2,0
text13238,1,1,0
text13242,1,1,0
text13244,1,1,0
text13254,1,1,0
text1327,1,1,0
text13291,1,1,0
text13292,1,1,0
text13295,1,1,0
text13298,1,1,0
text13320,2,2,0
text13349,1,1,0
text13361,2,2,0
text13366,1,1,0
text13378,1,1,0
text13387,1,1,0
text13405,1,1,0
text1343,1,1,0
text1344,2,2,0
text13449,1,1,0
text13479,1,1,0
text13483,1,1,0
text13495,1,1,0
text13499,1,1,0
text13504,1,1,0
text1351,1,1,0
text13519,1,1,0
text13520,1,1,0
text13571,1,1,0
text13576,1,1,0
text13604,1,1,0
text13622,1,1,0
text13647,1,1,0
text13649,1,1,0
text13654,1,1,0
text13684,1,1,0
text13689,1,1,0
text13725,1,1,0
text13735,1,1,0
text13762,1,1,0
text13763,1,1,0
text13776,1,1,0
text13779,2,2,0
text1378,1,1,0
text13784,1,1,0
text13793,1,1,0
text13795,1,1,0
text13808,1,1,0
text13809,1,1,0
text13824,1,1,0
text13847,1,1,0
text13851,1,1,0
text13878,1,1,0
text1388,1,1,0
text13917,1,1,0
text13928,1,1,0
text13986,1,1,0
text13987,1,1,0
text14035,1,1,0
text14050,1,1,0
text14052,1,1,0
text14060,1,1,0
text14070,1,1,0
text14085,1,1,0
text14094,1,1,0
text14147,1,1,0
text14156,1,1,0
text14178,1,1,0
text1419,1,1,0
text14191,1,1,0
text1420,1,1,0
text14200,1,1,0
text14203,1,1,0
text14272,1,1,0
text14340,1,1,0
text14357,1,1,0
text14366,1,1,0
text14372,1,1,0
text14410,1,1,0
text14413,1,1,0
text14433,1,1,0
text14458,1,1,0
text14461,1,1,0
text14462,1,1,0
text14474,2,2,0
text14480,1,1,0
text14496,1,1,0
text14499,1,1,0
text14509,1,1,0
text14523,1,1,0
text14524,1,1,0
text14537,1,1,0
text14569,1,1,0
text14573,1,1,0
text14613,1,1,0
text14615,1,1,0
text1464,1,1,0
text14660,1,1,0
text14697,1,1,0
text147,1,1,0
text1470,1,1,0
text14706,1,1,0
text14714,1,1,0
text14759,1,1,0
text14800,1,1,0
text14804,1,1,0
text14805,1,1,0
text14808,1,1,0
text14866,1,1,0
text14867,1,1,0
text14869,1,1,0
text14874,1,1,0
text14897,1,1,0
text1490,1,1,0
text14950,1,1,0
text14958,1,1,0
text14968,2,2,0
text1497,2,2,0
text14976,2,2,0
text14999,1,1,0
text15,4,4,0
text15072,1,1,0
text15073,2,2,0
text15077,1,1,0
text15106,1,1,0
text15109,1,1,0
text15119,2,2,0
text1513,1,1,0
text15143,1,1,0
text15163,1,1,0
text15164,2,2,0
text15166,1,1,0
text15178,1,1,0
text15199,1,1,0
text15214,1,1,0
text15215,1,1,0
text15217,1,1,0
text15226,1,1,0
text15233,1,1,0
text15251,1,1,0
text15262,1,1,0
text15281,1,1,0
text153,1,1,0
text15300,1,1,0
text15322,1,1,0
text15328,1,1,0
text15350,1,1,0
text15362,1,1,0
text15377,1,1,0
text15378,1,1,0
text15389,1,1,0
text15428,1,1,0
text15460,2,2,0
text15477,1,1,0
text1553,1,1,0
text15544,1,1,0
text1555,1,1,0
text15560,1,1,0
text15574,1,1,0
text15588,1,1,0
text15590,1,1,0
text15603,1,1,0
text15604,1,1,0
text15608,1,1,0
text15612,1,1,0
text15620,1,1,0
text15621,1,1,0
text15623,1,1,0
text15641,1,1,0
text15669,2,2,0
text15687,1,1,0
text15693,1,1,0
text15697,1,1,0
text15701,2,2,0
text15704,1,1,0
text15729,1,1,0
text15741,1,1,0
text15776,2,2,0
text15777,1,1,0
text15792,1,1,0
text15819,1,1,0
text15822,1,1,0
text15854,1,1,0
text15873,1,1,0
text15890,1,1,0
text15901,1,1,0
text15906,2,2,0
text15917,1,1,0
text15935,1,1,0
text15945,1,1,0
text15950,1,1,0
text1596,1,1,0
text15962,1,1,0
text15991,1,1,0
text16007,1,1,0
text16012,1,1,0
text16013,1,1,0
text16020,1,1,0
text16039,1,1,0
text16047,1,1,0
text16058,2,2,0
text16072,1,1,0
text16083,1,1,0
text16087,1,1,0
text16110,1,1,0
text16117,1,1,0
text16121,1,1,0
text16138,1,1,0
text16139,1,1,0
text16154,1,1,0
text16169,1,1,0
text16171,1,1,0
text16179,1,1,0
text16196,1,1,0
text16198,1,1,0
text16211,1,1,0
text1622,1,1,0
text16220,1,1,0
text16222,1,1,0
text16223,1,1,0
text1623,3,3,0
text16239,1,1,0
text16240,1,1,0
text16260,2,2,0
text16287,1,1,0
text16292,1,1,0
text16295,1,1,0
text16315,1,1,0
text16324,1,1,0
text16335,1,1,0
text16376,1,1,0
text16419,1,1,0
text16434,1,1,0
text16443,2,2,0
text16450,1,1,0
text16452,1,1,0
text16455,1,1,0
text16460,1,1,0
text16467,2,2,0
text16475,1,1,0
text16514,1,1,0
text16515,1,1,0
text16519,1,1,0
text1656,2,2,0
text16563,1,1,0
text16567,1,1,0
text1658,1,1,0
text16585,1,1,0
text16591,1,1,0
text1660,3,3,0
text16605,1,1,0
text16608,1,1,0
text1661,1,1,0
text16613,1,1,0
text16618,1,1,0
text1663,2,2,0
text16647,1,1,0
text16650,1,1,0
text16680,1,1,0
text16696,2,2,0
text16712,1,1,0
text16713,1,1,0
text16730,2,2,0
text16733,1,1,0
text16750,2,2,0
text16765,1,1,0
text16829,1,1,0
text16833,1,1,0
text16837,2,2,0
text16839,1,1,0
text16850,1,1,0
text16857,1,1,0
text1687,1,1,0
text16913,1,1,0
text16916,1,1,0
text1692,2,2,0
text16945,1,1,0
text16947,1,1,0
text16949,1,1,0
text16962,1,1,0
text16985,1,1,0
text1702,1,1,0
text17025,1,1,0
text17047,1,1,0
text17052,1,1,0
text17085,1,1,0
text17087,1,1,0
text1710,1,1,0
text17132,1,1,0
text17141,1,1,0
text17168,1,1,0
text17180,2,2,0
text17234,1,1,0
text17251,1,1,0
text17257,2,2,0
text17268,1,1,0
text17272,1,1,0
text17273,2,2,0
text17281,1,1,0
text17287,1,1,0
text17293,1,1,0
text17300,1,1,0
text17318,1,1,0
text17330,1,1,0
text17335,1,1,0
text17381,1,1,0
text17384,1,1,0
text17416,1,1,0
text17477,1,1,0
text17482,1,1,0
text17500,2,2,0
text17507,1,1,0
text17511,1,1,0
text17512,1,1,0
text17516,1,1,0
text17518,1,1,0
text17523,1,1,0
text17529,1,1,0
text1754,1,1,0
text17546,1,1,0
text17547,1,1,0
text17553,1,1,0
text17554,1,1,0
text1756,1,1,0
text17573,1,1,0
text17596,1,1,0
text17598,1,1,0
text176,2,2,0
text1760,1,1,0
text17614,1,1,0
text17622,1,1,0
text17636,1,1,0
text17648,2,2,0
text17654,1,1,0
text17659,1,1,0
text17661,1,1,0
text17667,1,1,0
text17671,1,1,0
text17676,1,1,0
text17706,1,1,0
text17727,2,2,0
text17737,1,1,0
text17757,1,1,0
text17762,1,1,0
text17765,1,1,0
text17766,1,1,0
text17770,1,1,0
text17777,2,2,0
text17782,1,1,0
text17785,1,1,0
text17797,1,1,0
text17803,1,1,0
text17811,2,2,0
text17844,1,1,0
text17855,1,1,0
text1786,1,1,0
text17870,1,1,0
text17875,1,1,0
text17894,1,1,0
text17912,1,1,0
text17913,1,1,0
text17920,1,1,0
text17926,1,1,0
text17936,1,1,0
text17937,1,1,0
text17970,1,1,0
text17979,1,1,0
text17990,1,1,0
text1801,1,1,0
text18010,1,1,0
text1802,2,2,0
text18031,1,1,0
text18079,1,1,0
text18109,1,1,0
text18118,1,1,0
text18119,1,1,0
text18130,1,1,0
text18135,1,1,0
text18142,2,2,0
text18164,1,1,0
text18172,1,1,0
text18180,1,1,0
text18181,1,1,0
text18214,1,1,0
text18220,2,2,0
text18224,1,1,0
text18229,1,1,0
text18232,1,1,0
text18243,1,1,0
text18260,1,1,0
text18285,2,2,0
text18288,2,2,0
text18298,1,1,0
text18317,1,1,0
text18325,1,1,0
text18388,1,1,0
text1839,1,1,0
text18391,1,1,0
text18399,1,1,0
text18400,1,1,0
text18403,1,1,0
text18406,1,1,0
text18414,2,2,0
text18450,1,1,0
text18451,1,1,0
text18454,1,1,0
text18471,2,2,0
text1848,1,1,0
text18493,1,1,0
text18504,1,1,0
text18509,1,1,0
text18524,1,1,0
text18531,1,1,0
text18543,1,1,0
text18544,2,2,0
text18566,1,1,0
text1857,1,1,0
text18573,1,1,0
text18588,1,1,0
text1859,1,1,0
text18601,2,2,0
text18609,1,1,0
text18621,1,1,0
text18624,2,2,0
text18632,1,1,0
text18640,1,1,0
text18669,1,1,0
text18680,1,1,0
text18682,1,1,0
text18683,1,1,0
text18699,1,1,0
text18709,1,1,0
text18722,2,2,0
text18733,1,1,0
text18737,1,1,0
text18751,1,1,0
text18763,1,1,0
text18772,1,1,0
text1878,1,1,0
text18781,2,2,0
text18785,2,2,0
text18789,1,1,0
text18809,1,1,0
text18814,1,1,0
text18815,1,1,0
text18829,1,1,0
text18853,1,1,0
text18864,1,1,0
text18865,1,1,0
text18871,1,1,0
text18872,1,1,0
text18901,2,2,0
text18916,1,1,0
text1893,1,1,0
text18933,1,1,0
text18946,1,1,0
text18951,1,1,0
text18998,1,1,0
text1903,1,1,0
text19031,1,1,0
text19039,1,1,0
text19054,1,1,0
text19057,1,1,0
text19063,1,1,0
text19073,1,1,0
text19077,1,1,0
text19090,3,3,0
text1910,2,2,0
text19127,1,1,0
text19136,1,1,0
text19151,1,1,0
text19177,1,1,0
text19189,1,1,0
text1919,1,1,0
text19202,1,1,0
text19229,1,1,0
text19235,1,1,0
text19275,1,1,0
text1928,1,1,0
text19282,1,1,0
text19289,1,1,0
text19292,1,1,0
text19294,1,1,0
text19298,1,1,0
text19300,1,1,0
text1931,1,1,0
text19312,1,1,0
text19338,1,1,0
text19355,1,1,0
text19386,1,1,0
text19397,1,1,0
text19440,1,1,0
text19442,1,1,0
text19446,1,1,0
text1946,1,1,0
text19486,1,1,0
text19538,1,1,0
text19542,1,1,0
text19550,1,1,0
text19558,1,1,0
text19559,1,1,0
text1957,1,1,0
text19580,1,1,0
text19586,1,1,0
text19625,1,1,0
text19648,1,1,0
text19727,2,2,0
text19728,1,1,0
text19730,1,1,0
text19733,1,1,0
text1974,1,1,0
text19746,1,1,0
text19761,1,1,0
text19771,1,1,0
text19792,1,1,0
text19810,1,1,0
text1984,1,1,0
text19843,1,1,0
text19858,1,1,0
text19867,1,1,0
text19869,1,1,0
text19870,1,1,0
text19877,1,1,0
text19888,1,1,0
text19903,1,1,0
text19918,1,1,0
text19921,1,1,0
text19926,1,1,0
text19927,1,1,0
text19929,1,1,0
text1993,1,1,0
text19942,1,1,0
text19960,1,1,0
text19961,1,1,0
text19976,1,1,0
text2,1,1,0
text20006,1,1,0
text20016,1,1,0
text2002,1,1,0
text20024,1,1,0
text20047,1,1,0
text20061,2,2,0
text20070,1,1,0
text20080,1,1,0
text20104,1,1,0
text20112,1,1,0
text20117,1,1,0
text20136,2,2,0
text20140,1,1,0
text20151,1,1,0
text20162,1,1,0
text20170,1,1,0
text20177,1,1,0
text20197,2,2,0
text20198,1,1,0
text20254,1,1,0
text20262,2,2,0
text20269,1,1,0
text20283,1,1,0
text20285,1,1,0
text20291,1,1,0
text20314,1,1,0
text2032,1,1,0
text20331,1,1,0
text20334,1,1,0
text20338,3,3,0
text2034,1,1,0
text20344,1,1,0
text20345,1,1,0
text20392,1,1,0
text20419,1,1,0
text20428,1,1,0
text2043,2,2,0
text2045,1,1,0
text20462,1,1,0
text20488,1,1,0
text20491,1,1,0
text20502,1,1,0
text20529,1,1,0
text20541,1,1,0
text2055,1,1,0
text20567,1,1,0
text20578,1,1,0
text20620,2,2,0
text20639,1,1,0
text20660,2,2,0
text20661,1,1,0
text20681,1,1,0
text20694,1,1,0
text20713,2,2,0
text20714,1,1,0
text20719,1,1,0
text20725,1,1,0
text20729,1,1,0
text20739,1,1,0
text20751,1,1,0
text20752,1,1,0
text20754,1,1,0
text20755,1,1,0
text20758,1,1,0
text20761,1,1,0
text2079,1,1,0
text20813,1,1,0
text20821,4,4,0
text20822,2,2,0
text20826,1,1,0
text20841,1,1,0
text20859,1,1,0
text20861,2,2,0
text20862,1,1,0
text20909,2,2,0
text20914,1,1,0
text20919,1,1,0
text20929,1,1,0
text20945,1,1,0
text20949,1,1,0
text20952,1,1,0
text20953,1,1,0
text20957,1,1,0
text20960,1,1,0
text20963,1,1,0
text20978,2,2,0
text21004,1,1,0
text21005,1,1,0
text21008,1,1,0
text21039,1,1,0
text2104,1,1,0
text21043,1,1,0
text21052,1,1,0
text21071,1,1,0
text21087,1,1,0
text21088,1,1,0
text21094,1,1,0
text21105,1,1,0
text21111,1,1,0
text21131,1,1,0
text21135,1,1,0
text21139,2,2,0
text21140,1,1,0
text21180,1,1,0
text21181,1,1,0
text21185,2,2,0
text21186,1,1,0
text21188,1,1,0
text21191,1,1,0
text21196,1,1,0
text21204,1,1,0
text21205,1,1,0
text21207,1,1,0
text21225,1,1,0
text21236,1,1,0
text21252,1,1,0
text21263,1,1,0
text21266,2,2,0
text21270,1,1,0
text2128,1,1,0
text21288,2,2,0
text21295,1,1,0
text2130,1,1,0
text21308,1,1,0
text21312,1,1,0
text21349,1,1,0
text21350,1,1,0
text21384,1,1,0
text21412,1,1,0
text21426,1,1,0
text21442,1,1,0
text21545,1,1,0
text21561,1,1,0
text21572,1,1,0
text21584,1,1,0
text21594,1,1,0
text21597,1,1,0
text21622,1,1,0
text21623,1,1,0
text21626,1,1,0
text21637,1,1,0
text21639,1,1,0
text2165,1,1,0
text21661,1,1,0
text21667,1,1,0
text21671,1,1,0
text21698,1,1,0
text21748,1,1,0
text21839,2,2,0
text21851,1,1,0
text2188,2,2,0
text21884,1,1,0
text21898,1,1,0
text21922,2,2,0
text21925,1,1,0
text21927,1,1,0
text21932,1,1,0
text21937,1,1,0
text21938,1,1,0
text21959,2,2,0
text21963,1,1,0
text21969,2,2,0
text21999,1,1,0
text2202,1,1,0
text22020,1,1,0
text22031,1,1,0
text22033,1,1,0
text22054,2,2,0
text22088,1,1,0
text22119,2,2,0
text22120,2,2,0
text22170,1,1,0
text22175,1,1,0
text22212,2,2,0
text22235,1,1,0
text22242,1,1,0
text22244,1,1,0
text22248,1,1,0
text22250,1,1,0
text22259,2,2,0
text22274,1,1,0
text22290,1,1,0
text22294,1,1,0
text22319,1,1,0
text22320,2,2,0
text2233,1,1,0
text22330,1,1,0
text22356,1,1,0
text22362,1,1,0
text2237,1,1,0
text22373,1,1,0
text22394,2,2,0
text22396,1,1,0
text22436,1,1,0
text22447,1,1,0
text2245,1,1,0
text22452,1,1,0
text22469,1,1,0
text22472,1,1,0
text22487,1,1,0
text22504,2,2,0
text22516,1,1,0
text22533,1,1,0
text22546,1,1,0
text22563,1,1,0
text22567,1,1,0
text22570,1,1,0
text22579,1,1,0
text22588,1,1,0
text22594,1,1,0
text22598,1,1,0
text226,2,2,0
text2262,1,1,0
text22623,1,1,0
text22626,1,1,0
text22630,1,1,0
text22633,1,1,0
text22636,1,1,0
text22637,1,1,0
text22640,1,1,0
text22645,1,1,0
text22650,1,1,0
text22652,1,1,0
text22665,1,1,0
text22687,1,1,0
text22688,1,1,0
text22689,1,1,0
text22692,1,1,0
text22699,1,1,0
text22701,1,1,0
text22706,1,1,0
text22722,1,1,0
text22743,1,1,0
text22749,1,1,0
text22769,1,1,0
text22774,1,1,0
text22789,1,1,0
text22849,1,1,0
text22851,1,1,0
text22861,1,1,0
text22864,1,1,0
text22865,1,1,0
text22871,1,1,0
text22891,1,1,0
text22892,1,1,0
text22907,1,1,0
text22930,1,1,0
text22941,1,1,0
text22948,1,1,0
text22949,1,1,0
text23051,1,1,0
text23052,1,1,0
text2309,1,1,0
text23151,1,1,0
text23173,1,1,0
text23185,1,1,0
text23186,1,1,0
text23219,2,2,0
text23221,1,1,0
text23255,1,1,0
text23262,2,2,0
text23280,1,1,0
text233,1,1,0
text23302,1,1,0
text23350,1,1,0
text23354,1,1,0
text23359,1,1,0
text23362,1,1,0
text23370,1,1,0
text23390,1,1,0
text234,1,1,0
text23429,1,1,0
text23434,1,1,0
text23439,1,1,0
text23456,1,1,0
text23457,1,1,0
text23490,1,1,0
text23500,1,1,0
text23504,1,1,0
text23512,1,1,0
text23515,1,1,0
text2355,1,1,0
text23553,1,1,0
text23602,1,1,0
text23608,1,1,0
text23610,1,1,0
text23617,1,1,0
text23629,1,1,0
text23641,1,1,0
text2370,1,1,0
text2376,1,1,0
text23819,1,1,0
text23828,1,1,0
text23837,1,1,0
text23854,1,1,0
text23857,1,1,0
text2386,1,1,0
text23863,1,1,0
text23888,1,1,0
text23892,1,1,0
text23914,1,1,0
text23921,1,1,0
text23922,1,1,0
text23923,1,1,0
text23958,1,1,0
text23971,1,1,0
text23978,1,1,0
text2398,2,2,0
text24,2,2,0
text24010,1,1,0
text24080,2,2,0
text24091,1,1,0
text24111,1,1,0
text24113,2,2,0
text24116,1,1,0
text2412,1,1,0
text24128,1,1,0
text2413,1,1,0
text24133,1,1,0
text2414,1,1,0
text24148,1,1,0
text24149,1,1,0
text24154,1,1,0
text24155,1,1,0
text24184,1,1,0
text2419,2,2,0
text24200,1,1,0
text24206,2,2,0
text2421,1,1,0
text24223,1,1,0
text24225,1,1,0
text24226,3,3,0
text24227,1,1,0
text24231,1,1,0
text24264,1,1,0
text24276,1,1,0
text24285,1,1,0
text24295,1,1,0
text24296,1,1,0
text24307,1,1,0
text24361,1,1,0
text24389,1,1,0
text24391,1,1,0
text24405,1,1,0
text24408,1,1,0
text24420,1,1,0
text24423,1,1,0
text24432,1,1,0
text24436,1,1,0
text24441,1,1,0
text24453,1,1,0
text24464,1,1,0
text24489,1,1,0
text24500,1,1,0
text24509,1,1,0
text24518,1,1,0
text24547,1,1,0
text24551,1,1,0
text24590,1,1,0
text246,3,3,0
text2460,1,1,0
text24602,1,1,0
text24620,1,1,0
text24628,1,1,0
text24665,1,1,0
text24668,1,1,0
text24672,1,1,0
text24680,1,1,0
text24681,1,1,0
text24689,1,1,0
text24701,1,1,0
text24721,1,1,0
text24729,1,1,0
text24740,1,1,0
text24747,1,1,0
text24783,2,2,0
text24785,1,1,0
text24797,2,2,0
text24804,1,1,0
text24810,1,1,0
text24824,3,3,0
text24825,1,1,0
text24829,1,1,0
text24843,1,1,0
text24857,1,1,0
text24858,1,1,0
text24860,1,1,0
text24862,1,1,0
text24868,2,2,0
text24869,1,1,0
text24875,1,1,0
text24887,1,1,0
text24890,1,1,0
text24894,1,1,0
text24900,1,1,0
text2491,1,1,0
text24912,1,1,0
text24926,1,1,0
text24931,1,1,0
text24947,1,1,0
text24955,1,1,0
text24957,1,1,0
text24959,2,2,0
text25003,1,1,0
text25019,1,1,0
text25031,1,1,0
text2505,2,2,0
text25057,1,1,0
text25069,1,1,0
text25103,1,1,0
text25104,1,1,0
text25124,1,1,0
text25128,1,1,0
text25133,2,2,0
text25153,1,1,0
text25162,1,1,0
text25165,1,1,0
text25167,1,1,0
text25198,1,1,0
text2520,1,1,0
text25221,1,1,0
text25224,1,1,0
text25227,1,1,0
text25229,1,1,0
text25238,1,1,0
text25240,1,1,0
text25243,1,1,0
text25244,1,1,0
text25251,1,1,0
text25256,1,1,0
text25258,1,1,0
text25276,1,1,0
text25297,2,2,0
text25301,1,1,0
text2531,1,1,0
text25315,1,1,0
text25319,1,1,0
text25328,1,1,0
text2534,1,1,0
text25348,1,1,0
text25354,1,1,0
text25362,2,2,0
text25380,1,1,0
text25384,1,1,0
text2539,1,1,0
text25390,1,1,0
text25392,1,1,0
text25397,1,1,0
text2540,1,1,0
text25402,1,1,0
text25409,1,1,0
text25414,1,1,0
text25416,1,1,0
text25419,1,1,0
text25420,1,1,0
text25436,1,1,0
text25450,1,1,0
text25452,1,1,0
text25454,1,1,0
text25462,1,1,0
text25463,1,1,0
text25472,1,1,0
text25477,1,1,0
text25479,1,1,0
text255,2,2,0
text25504,1,1,0
text25523,1,1,0
text25529,1,1,0
text25530,1,1,0
text25537,1,1,0
text25571,1,1,0
text25581,1,1,0
text25591,1,1,0
text25624,1,1,0
text25631,1,1,0
text25649,1,1,0
text2565,1,1,0
text25653,1,1,0
text25657,1,1,0
text25669,2,2,0
text25701,1,1,0
text25707,1,1,0
text25724,1,1,0
text25732,1,1,0
text25765,1,1,0
text25782,2,2,0
text25803,1,1,0
text25807,2,2,0
text25813,1,1,0
text25815,1,1,0
text25850,1,1,0
text25872,1,1,0
text25888,1,1,0
text25893,1,1,0
text25894,1,1,0
text259,1,1,0
text25901,2,2,0
text25915,1,1,0
text25950,1,1,0
text25958,1,1,0
text25973,1,1,0
text25974,1,1,0
text25981,2,2,0
text26007,2,2,0
text26008,2,2,0
text26027,1,1,0
text26041,1,1,0
text26049,1,1,0
text2605,1,1,0
text26063,1,1,0
text2607,1,1,0
text26106,3,3,0
text26108,2,2,0
text26144,1,1,0
text2617,1,1,0
text26176,1,1,0
text26177,1,1,0
text26242,1,1,0
text26248,1,1,0
text26255,1,1,0
text26283,1,1,0
text26285,1,1,0
text26286,1,1,0
text26288,1,1,0
text26289,1,1,0
text26297,1,1,0
text26298,1,1,0
text26311,1,1,0
text26329,1,1,0
text26339,1,1,0
text26356,1,1,0
text26365,1,1,0
text26377,1,1,0
text26379,3,3,0
text26388,1,1,0
text2639,1,1,0
text2640,1,1,0
text26440,1,1,0
text26456,2,2,0
text26469,1,1,0
text26513,1,1,0
text26517,1,1,0
text26554,1,1,0
text26560,1,1,0
text26577,1,1,0
text26583,1,1,0
text26604,1,1,0
text26605,2,2,0
text26625,1,1,0
text26655,1,1,0
text26710,1,1,0
text26715,1,1,0
text26736,1,1,0
text26739,1,1,0
text26743,1,1,0
text26747,1,1,0
text26752,2,2,0
text26757,2,2,0
text26765,1,1,0
text26773,1,1,0
text26777,1,1,0
text26789,1,1,0
text26790,1,1,0
text26802,1,1,0
text26822,1,1,0
text26826,1,1,0
text2683,1,1,0
text26834,1,1,0
text26845,1,1,0
text2685,1,1,0
text26852,1,1,0
text2686,1,1,0
text26860,1,1,0
text26878,1,1,0
text26882,2,2,0
text26929,1,1,0
text26937,1,1,0
text26938,1,1,0
text26954,1,1,0
text26966,1,1,0
text27,2,2,0
text270,1,1,0
text27036,1,1,0
text2706,1,1,0
text27083,2,2,0
text27104,1,1,0
text27117,1,1,0
text27146,1,1,0
text27155,1,1,0
text27161,1,1,0
text27174,1,1,0
text27180,2,2,0
text27209,1,1,0
text27243,1,1,0
text27254,1,1,0
text27277,1,1,0
text2730,3,3,0
text27304,1,1,0
text27313,2,2,0
text27345,1,1,0
text27376,1,1,0
text27398,1,1,0
text27440,1,1,0
text27447,1,1,0
text27454,1,1,0
text27457,1,1,0
text27511,1,1,0
text27542,1,1,0
text27552,2,2,0
text27553,1,1,0
text27569,1,1,0
text27595,1,1,0
text27643,1,1,0
text2767,1,1,0
text27675,3,3,0
text27715,1,1,0
text27748,1,1,0
text27755,1,1,0
text27760,1,1,0
text27783,1,1,0
text2779,2,2,0
text27794,1,1,0
text27805,1,1,0
text2781,1,1,0
text2782,2,2,0
text27859,1,1,0
text27947,1,1,0
text27965,1,1,0
text2800,1,1,0
text28009,1,1,0
text28011,1,1,0
text28029,1,1,0
text28033,1,1,0
text2806,2,2,0
text2808,1,1,0
text28089,1,1,0
text28103,1,1,0
text28113,1,1,0
text28148,1,1,0
text28149,1,1,0
text28151,1,1,0
text28153,1,1,0
text28155,2,2,0
text28160,1,1,0
text2818,2,2,0
text28203,1,1,0
text28215,1,1,0
text28240,1,1,0
text28249,1,1,0
text28260,1,1,0
text28265,1,1,0
text2827,1,1,0
text2828,1,1,0
text28281,1,1,0
text2829,2,2,0
text28322,1,1,0
text28326,1,1,0
text28339,1,1,0
text28340,1,1,0
text28381,1,1,0
text28388,1,1,0
text28390,1,1,0
text28397,1,1,0
text28398,1,1,0
text28400,2,2,0
text28402,1,1,0
text28429,1,1,0
text28441,1,1,0
text28462,1,1,0
text28468,1,1,0
text28500,1,1,0
text28521,1,1,0
text28533,1,1,0
text28584,1,1,0
text28585,1,1,0
text28609,1,1,0
text2861,1,1,0
text28622,2,2,0
text28632,1,1,0
text2864,2,2,0
text28644,2,2,0
text28676,1,1,0
text2868,1,1,0
text28683,1,1,0
text2869,1,1,0
text28710,1,1,0
text28761,1,1,0
text28788,1,1,0
text28798,1,1,0
text28814,2,2,0
text28822,1,1,0
text28838,1,1,0
text28850,1,1,0
text28854,2,2,0
text28886,2,2,0
text28891,1,1,0
text28893,1,1,0
text28896,1,1,0
text28917,2,2,0
text28920,1,1,0
text28935,1,1,0
text28938,2,2,0
text28939,1,1,0
text2895,2,2,0
text28954,2,2,0
text28956,1,1,0
text28973,1,1,0
text28974,1,1,0
text28980,1,1,0
text28982,1,1,0
text28983,1,1,0
text28987,1,1,0
text28998,1,1,0
text29002,1,1,0
text29003,1,1,0
text29017,1,1,0
text29022,1,1,0
text29050,1,1,0
text29056,1,1,0
text29065,1,1,0
text2907,1,1,0
text29072,1,1,0
text29074,1,1,0
text29084,1,1,0
text29122,1,1,0
text29126,1,1,0
text29130,1,1,0
text29139,1,1,0
text29201,1,1,0
text29206,1,1,0
text29228,1,1,0
text29236,1,1,0
text29242,1,1,0
text29267,1,1,0
text29282,1,1,0
text29305,1,1,0
text29328,1,1,0
